Tweet,Suicide
omg serious why not it was shit i am getting thursday off tho wat do you want to do i got a reply yeow,Not Suicide post
you re such a sweet daughter in law i hope it goes well today,Not Suicide post
ooh i have never been to the alameda flea market must check it out thank you,Not Suicide post
cool stuff,Not Suicide post
i have truly never been happier with my life i am rid of all the toxic people who brought me down and those,Potential Suicide post
thats a big one,Not Suicide post
was no reason for you to get banned 2k not right ronnie stay banning folks that do nothing but try,Potential Suicide post
damn i really do hate myself,Potential Suicide post
night all just enjoyed a chat on connect2mums check it out,Not Suicide post
rt world got the right path celebrating matri pitri pujan diwas started by,Not Suicide post
lol he makes a few good points i love the customers who bought crocs also bought hilarious,Not Suicide post
aahhh i need sleep but cloverfield at 3am was worth it,Not Suicide post
yeah i remembered reading about that i think someone else mentioned it there s still room in the market,Not Suicide post
i gotcha this is my fridge not sure it is photographed well though arg,Not Suicide post
is glad she got changed 3 times this morning xd its lovely and sunny,Not Suicide post
i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school i have only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this does not get better soon,Potential Suicide post
evening carlota not bad thanks a bit tired but that is normal rolls eyes,Not Suicide post
well he was partially right i do want him to get sick and die and i would dance on his grave may,Potential Suicide post
i am really good tired but good,Not Suicide post
rt i am at the point of the semester where i am so tired of everything i just want to roll over and die,Potential Suicide post
today i almost kill myself because i almost hit by a bus thank allah,Not Suicide post
my friends think i am weird because i watch the news all the time watching the news,Not Suicide post
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post
lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be like that sometimes,Potential Suicide post
hers my view from canada for what its worth more than half of you did or he wouldnt be president he treats his friends like shit everyone is now his enemy the usa has lost all respect from here we want tou to build the wall here cause we just do not trust you anymore,Potential Suicide post
i want you to explain yourself to me,Not Suicide post
rt i am so jealous of this insane story i want to die,Potential Suicide post
and such a beautiful if typically mac y web site too,Not Suicide post
i am going to kill myself my art teacher just expanded the homework we needed to go by like fucking five times i tho,Potential Suicide post
that dalek is great,Not Suicide post
rt daughter was delighted to see this assistant referee today her hair is like mine can i be a referee,Not Suicide post
mbappe is not tired,Not Suicide post
rt i agree it is awful and makes no sense regardless of his last mistakes he did not deserve to die and mocking him,Potential Suicide post
rt the pentagon spent millions to prevent suicides but the suicide rate went up instead,Potential Suicide post
man game of thrones is going to end next year and i will have to wait 10 years for twow and ados to come out to get m,Potential Suicide post
hi just joined and i think it is brill haha still in bed could not be bothered getting up anyway bye,Not Suicide post
thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i do not have any reason to live anymore i want to kill myself,Potential Suicide post
rt wasn t the performance we wanted but delighted with a point we re still unbeaten and got the best gk in the world,Not Suicide post
in ny no flight delays thank goodness las vegas was memorable loved fob atl cs concert,Not Suicide post
is going to take a nap before going for bm tuition,Not Suicide post
rt they figure me a dead motherfucker,Potential Suicide post
isn t that sweet of them altruism at it is finest,Not Suicide post
edit my mood,Not Suicide post
she s soo cute good luck with the museum thing lol,Not Suicide post
i think the ginger next door are having a fight like a bad one i do not know what to do,Not Suicide post
want to kill him,Not Suicide post
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we do not know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean,Potential Suicide post
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they do not deserve it if i cant be happy why should anyone else be,Potential Suicide post
back home and finished dinner just stopped by for a minute still much to do tonight be back later,Not Suicide post
it is the pizza place is standing room only around dinnertime they had a pizza named after me the woo,Not Suicide post
i am so fucking tired of depression i woke up feeling productive today now i do not want to do anything i feel shit,Potential Suicide post
i mean my life is miserable so i guess light at the end of the tunnel,Potential Suicide post
just working matey but i am off next week,Not Suicide post
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i do not really feel like going on i really want to kill myself,Potential Suicide post
eating as usual cant wait for pogo thursday night whoop,Not Suicide post
and me too yay good morning,Not Suicide post
well good morning i think lol nothing like playing muscial chairs with where you sleep,Not Suicide post
thanks for the link to fastpitch,Not Suicide post
caugh caugh i am darth batman most brilliant crossover ever,Not Suicide post
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i do not know i do not have any friends either or a family support net so do not with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post
i feel so lonely,Potential Suicide post
i am almost caught up on himym i watched 3 4 episodes with last night ssssoooo good,Not Suicide post
rt and a certain centurion s servant who was dear unto him was sick and ready to die luke 7 2,Potential Suicide post
off to town now see you later,Not Suicide post
thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post
forgot she had a twitter and is pleased to know more people have joined,Not Suicide post
sis do not my life isnt how you think it is my life is a miserable,Potential Suicide post
ha nice a lot like love is on tv right now what a cute movie,Not Suicide post
besties staying tonite,Not Suicide post
rt damn this is hardcore i hate myself for preheating so many ovens against clear ap style,Potential Suicide post
hahas sucks to be you,Not Suicide post
thank you precious woman may you receive that and exceedingly more than you could ever hope for or imagine,Not Suicide post
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post
nothing to congratulate for it is just a task but thanks i do not work in the maemo group,Not Suicide post
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault i have heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i have asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it i have already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,Potential Suicide post
wow i just woke up and there s a bag next to my bed i hate alcohol wtf happened tonight thanks everyone who came to my bday dinner,Not Suicide post
oh pants i am hanging out with the old folks back in england defo b up 4 1 when i get back tho,Not Suicide post
whoa i want some too,Not Suicide post
faves time for bed have a good night day see you in the am if you faves time for bed,Not Suicide post
i did not want you to see the painting until it was done,Not Suicide post
he was tired,Not Suicide post
i am so tired of living pay check to pay check if any scammer wanna dm please do,Potential Suicide post
y a i will go on a complete social media strike till i change myself completely i am about to unlearn all the fucked,Potential Suicide post
sitting in the studio talking to danniee beee who is ignoring me as he is adding friends to his facebookthat is until he reads this,Not Suicide post
this was a relationship she might want to pursue if he wasn t involved in something illegal,Not Suicide post
but the dip keeps following me neh gaat alweer stuk beter gelukkig just one of those days,Not Suicide post
installing meebo at now you can talk with me when i am online,Not Suicide post
my baby is tired,Not Suicide post
done with the stress,Not Suicide post
rt my ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou,Potential Suicide post
also do you own any designer clothes,Not Suicide post
if you re tired of living for the 1st and 15th and you need to do some immediately like when your regular deodora,Potential Suicide post
select the tile option it is a little square towards the bottom of the screen when you re changing the background,Not Suicide post
cannot wait for friday i am coming to see the recording do you know who friday s guests are yet looking forward to it,Not Suicide post
good morro i had a dream that i was banned from ggui,Not Suicide post
do not make a topic am sure you will get some replies soon,Not Suicide post
i want you to clean the dishes,Not Suicide post
me when i finally die after saying i want to die every single day,Potential Suicide post
i r so tired but i suppose thats what i get for procrastinating damn i hate having my ego tied up in grades i blame capitalism,Not Suicide post
billie holiday i love this one taint nobodys business if i do,Not Suicide post
do not worry we ll make the most out of it,Not Suicide post
wanted to kill her,Not Suicide post
yeah fuck it i am logging out i will maybe make another account some other time and follow people i like but i really do not want to be here anymore i do not enjoy the verse waaay too toxic,Potential Suicide post
why did i even come back i want to fucking die i am tired of everything,Potential Suicide post
rt buying your girl weaves is love language on its own,Not Suicide post
eating pre peeled oranges too lazy to peel my own orange,Not Suicide post
goodmorning dude long time no see,Not Suicide post
you are being narrow minded it is about the people who jsut,Potential Suicide post
and in danish its rytme,Not Suicide post
i thought i have hated myself before but now i really truly hate myself so god damn much,Potential Suicide post
welcome and good to see you,Not Suicide post
ahhh the shoe throwing tradition after pakistan and iraq now in india,Not Suicide post
tellin two of my bffls to sign up here,Not Suicide post
thats right unc what a game,Not Suicide post
the moon i cant do this i am a fucking wreck i havent touched a thing at work i have cried here since 8am but i do not want to leave because i have to go say goodbye to someone i shouldnt be idk what to do with myself anymore,Potential Suicide post
is up at 7 am for no reason had a great day yesterday hopes today is just as good,Not Suicide post
survive but tired like shit what s the point of living,Potential Suicide post
i hate myself sm i just wanna die i do not deserve to live,Potential Suicide post
thousands of dead children as he put it sigh,Potential Suicide post
i am tired of living tbh,Potential Suicide post
damn i hate myself,Potential Suicide post
nice pictures glad your having a good time,Not Suicide post
do not quit twitter,Not Suicide post
rt learn the art of being alone and being happy at the same time,Not Suicide post
thanks for the help i have realized that now i need you to make it work,Not Suicide post
checking out virtual box looks quite nice,Not Suicide post
just woken up very pleased he won was it a good match,Not Suicide post
somebody kill the evil version of me please,Potential Suicide post
heading home today for easter break my parents do not think i will be home til thursday so what a surprise,Not Suicide post
rt it is a black diwali for all of us who failed to while we reached out to ur office with evide,Potential Suicide post
i do not want to be here anymore,Potential Suicide post
i am getting tired of people going through everything like literally everytime i die its cuz someone goes my stuff,Potential Suicide post
uh oh you re in trouble,Not Suicide post
won my first game of settlers and i did not even realize i could have won the pound before haha,Not Suicide post
hey hey hey just joined twitter sounds like a nice thing,Not Suicide post
baby id try anything for the first time wi you,Not Suicide post
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i do not know what to do i do not want to give up,Potential Suicide post
no problem,Not Suicide post
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it does not make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they do not know what to do i tried knives but i cant bring myself to draw blood,Potential Suicide post
there is only one seat at the church of jason my life my choice my belief my artistic expression sorry there,Potential Suicide post
heh heh but you cld use it for anything almost lol,Not Suicide post
sure just get that homework done while celebrating that poin,Not Suicide post
haha it was alright we ended up paying abt 900 and yes i am coming to school tmoro oh oli pood tday d,Not Suicide post
i am tired of lies and living in lies of people showing only the versions they want to show and of shows that people put on,Potential Suicide post
happy birthday big guy keep up the good work,Not Suicide post
it is a nice piece of software indeed,Not Suicide post
i am exhausted to the point where i need my peace i have gone as far as deciding i would die for it cut ties for it i,Potential Suicide post
rt you or the picture cus damn both be looking so good,Potential Suicide post
i am tired of struggling i am tired of asking for help and mostly i am just tired of life it is not worth living anymore,Potential Suicide post
ok now i have tkts for 2nite fast and the furious hope is great after being sold out for the weekend,Not Suicide post
bon courage pour magento,Not Suicide post
i just want it to be healthy,Not Suicide post
i hate myself more than anything in the world,Potential Suicide post
but i am just a motherfucker that want to be dead,Potential Suicide post
have you been overdoing the william gibson novels,Not Suicide post
rt cheers for more wonderful years with highlight happy 8th anniversary guys,Not Suicide post
i do think homies doing the right thing and deserves every dollar he will get steelers are silly for not paying him,Potential Suicide post
omg thanks for replying to me you just made me sooo happy please folow me i have learnt so much from your blogs,Not Suicide post
rt i have been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life,Potential Suicide post
wala akong specific problem actually i am just so drained and tired of everything i just wanna die hahahaha,Potential Suicide post
interesting a digital engagement peep good to know they re engaging with people at the coal face,Not Suicide post
my g grandfather fought in ww1 earning the military medal at la boisselle then in 39 the thought of fight,Potential Suicide post
it is not nerd lisa it is retard remember special olympics i do not speak austrian that guy is breathtaking,Not Suicide post
important meetings happening all over the office and i am not needed in any of them yes,Not Suicide post
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i do not know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things do not get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i do not know,Potential Suicide post
damn this is hardcore i hate myself for preheating so many ovens against clear ap style,Potential Suicide post
got banned in my boy clayster s chat by his thot gf for saying its sad how cod pros wake up at 4 pm,Potential Suicide post
alrite thanxx,Not Suicide post
you did not get mumps so thankfully my life is spared woop,Not Suicide post
just wanna fucking sleep and never wake up ever again,Potential Suicide post
messi is tired,Not Suicide post
rt congratulations to joe cole on a brilliant career enjoy your retirement mate,Not Suicide post
rt i just want to remind y all that without iris barry allen would be dead right now but she s useless right,Potential Suicide post
interesting that i was just asking myself that same question,Not Suicide post
pls do not bring this image to my mind i am not ready to die,Potential Suicide post
i have home made brownies too,Not Suicide post
hi chew is literally the best fucking candy ever,Not Suicide post
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,Potential Suicide post
love the new song and the chorus is real nice and catchy gud job who did the track and recording jordan,Not Suicide post
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,Potential Suicide post
ergo my dreams would be crushed what would i do then work a dead end job for the rest of my life and let forms o,Potential Suicide post
we are planning our first one this year egg hunt that is,Not Suicide post
quite bored reallyyy on the phone to my baby x,Not Suicide post
rt it is all fun and games until you re throwing up hotcheetos,Not Suicide post
an easter egg without the calories,Not Suicide post
yeah i have seen his reply congrats dear you must be very happy,Not Suicide post
a beautifully designed fully accessible html website,Not Suicide post
29 and missed my chance at love death cant come for me fast enough 144 iq thats 9983th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be 42k at 29 years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i do not think i will ever be wanted like that just not good enough,Potential Suicide post
me too it is gonna be awesome eeek one week,Not Suicide post
raikb is not tired of everything,Not Suicide post
feeling very happy with the giant box of chocolates that arrived this morning easter is a wonderful but underrated holiday,Not Suicide post
may 6th we could not wait any longer i was waiting for someone to ask lol,Not Suicide post
just got back from a sweltering morning covering cowboys preseason training and the air con in the office is broken,Potential Suicide post
fuck somebody come kill me please,Potential Suicide post
oh dear it is nearly bedtime at least i am sure tomorrow will be better i have urge to hibernate but got work to do,Not Suicide post
i just trimmed it i will post photos soon,Not Suicide post
really why call superman he can save you we need ya,Not Suicide post
hates the people on facebook trying to convince jp1 to get an iphone,Not Suicide post
i love the fact that i said it like chandler in my head as i read it and then kept reading n saw u say just like chandler,Not Suicide post
we need to give a big huge massive shout out to for his scraper expertise and amazing intelligence,Not Suicide post
decently functional i am at work today,Not Suicide post
i am leaving forever if you will miss me whatever,Potential Suicide post
working like crazy,Not Suicide post
more deinstallation fun wielding power drills and being in love with my spreadsheet organization,Not Suicide post
just bought 2 new reads the ten commandments for business failure and more softies 22 new friends for you to sew and crochet,Not Suicide post
i do not care who fuck with me at the end of the day i came in this world alone i am gon die alone with that being sai,Potential Suicide post
why do you raid drs offices when you know that illegal fentanyl thru mail is killing people people are in s,Potential Suicide post
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i do not feel loved by friends i have been struggling to find a dissertation lab i invented something for a professor in undergrad but now she is stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,Potential Suicide post
hi hi,Not Suicide post
uuuuuuuuggghhhhhh was that chinese or english,Not Suicide post
lol the conbrainer store thats cute,Not Suicide post
want to kill her,Not Suicide post
she is tired,Not Suicide post
buy an mac yay,Not Suicide post
yes i would pay more to to fly on in a section,Not Suicide post
always fucking stressing and its not good day by day i just feel like i am going to fucking lose it and do it you wouldnt care tho because i am worthless to you,Potential Suicide post
i am going to so keen come on june,Not Suicide post
today i almost kill myself because i almost hit by a truck thank god,Not Suicide post
lots and many i illegaly downloaded them h but then lost them all so now i only haz whatev ones tozz emails me why,Not Suicide post
good morning tweeterville looking forward to your tweets today make it an awesome day,Not Suicide post
not everything,Not Suicide post
cookie dough is like hey do not eat me raw i could make you sick not realizing that i have been ready to die for things i liked less,Potential Suicide post
i do not feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,Potential Suicide post
i just want to get my ass done i am tired of living this life,Potential Suicide post
about me and i am serious about that if i were to ever i do not think i have the guts sadly do suicide i wouldnt lea,Potential Suicide post
watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends,Not Suicide post
i am a thousand percent done with protocols and everything else i am tired of explaining and giving further back,Potential Suicide post
rt sometimes in life and love situations in order to move ahead we just have to give ourselves over to being vulnerable and,Not Suicide post
just made a new fluid icon for use with,Not Suicide post
managed to fix broken moss in 2 min and save demo well done,Not Suicide post
lol you and me both grumpy and bitter,Not Suicide post
your imaginary girlfriend wants an nft for xmas what you buying them,Not Suicide post
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,Not Suicide post
rt happy 6th birthday aden alaina was excited to come to your birthday party but as you said buddy she lives in your h,Not Suicide post
me and my boyfriend tom on my birthday night out,Not Suicide post
wait i take this back i fucking hate living in markham and i want to actually kill myself damn,Potential Suicide post
becaus honestly you did nothing wrong i do not know what the fuck is wrong with me sia i feel worthless you gave,Potential Suicide post
rt your hardest times often lead to the greatest moments of your life keep the faith it will all be worth in the end,Not Suicide post
so this goes well to show the average american trying to retire will die hungry and alone,Potential Suicide post
rt naming laws after dead children is a cynical ploy if you do not support this law you must want more kids to die just li,Potential Suicide post
how weird yesterday i was thinking i really wanted to listen to christmas songs not so strange i think,Not Suicide post
i saw deer in the backyard from my bedroom window this morning,Not Suicide post
rt everyone s fighting about this but will is dead and wessa s kids are dead and jem s going to die one day along with jessa s,Potential Suicide post
rt one day i will kill myself and my suicide note will just be some shit like my arms are kinda chubby bye,Potential Suicide post
i getting tired of living the same day every single day,Potential Suicide post
uh oh i take it someone cant spell your name i am a katie and hate it when people put katy x,Not Suicide post
right then nsb archive done and dusted ape accounts up to date freeland winner sorted haha now to do some real work,Not Suicide post
wants to be stimulated already,Not Suicide post
thanks for the offer,Not Suicide post
rt i have always hated my life i have always felt like there s nothing to live for but bts has helped me,Potential Suicide post
rt i am tired of everything that is going on in my life,Potential Suicide post
they dropped these fucking teasers when i was in class yeah they want me to die right,Potential Suicide post
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,Potential Suicide post
getting my english doneee ahh cant wait till holidays,Not Suicide post
tyson smells like cookies,Not Suicide post
waiting for the train so i can go to ellen s and have fish pie for dinz i have been waiting for this moment all my life,Not Suicide post
new york please,Not Suicide post
i am so tired of living and college i just wanna drop out and work somewhere far away from everyone,Potential Suicide post
every damn day i hate myself,Potential Suicide post
i sure will,Not Suicide post
reminds me of your emotional response point deleting mails in gmail and why i turn off face recognition in iphoto 09,Not Suicide post
the videos commentandsuscribe and follow me cheers x,Not Suicide post
thats a killing smile i m flattered,Not Suicide post
people say they feel expressionistic i have never heard them say pointalistic,Not Suicide post
misery loves company,Not Suicide post
i am learning to twitter beats doing the taxes,Not Suicide post
fucking end my life,Potential Suicide post
saw it smetime back bloody creative it is,Not Suicide post
rt congratulations to everyone who bought a wiretap so they could buy stuff more easily,Not Suicide post
not tired of everything,Not Suicide post
i want to be able to focus on solving this problem not worrying about what might be said or done to you,Not Suicide post
sex dreams are my least favorite dreams like they re always weird and appear out of nowhere and then you think its,Potential Suicide post
you guys should look into a cube or edh it is fun xion as in kingdomhearts from your profile pic there s some resemblance,Not Suicide post
i am going to fucking kill myself cuz i have no purpose on this earth cuz everything i wanna do in this life has bee,Potential Suicide post
i swear it does not matter what time i go to sleep my body forever wakes up tired,Potential Suicide post
he was not tired,Not Suicide post
watching ellen show,Not Suicide post
abdul is tired now,Not Suicide post
support for making the world better place,Not Suicide post
caffeinated and happy,Not Suicide post
i am getting close and i am not sure what to do anymore i have been really struggeling for about 5 month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i did not think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i do not know what to do anymore i wake up everyday feeling like i am being tortured its been 5 months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,Potential Suicide post
i could but then there would be too much people around admiring me can you send me the address of that cava bar pleaaase,Not Suicide post
hb,Not Suicide post
i quit i keep grinding but still fucking suck i no life something and i still fucking suck i am never gonna get i,Potential Suicide post
i am tired of you,Potential Suicide post
i have chorus today that makes me happy,Not Suicide post
i want to kill her,Not Suicide post
i am great somebody said u speak out of the right side of your mouth oh it was random i think you have sweet talking dear,Not Suicide post
i was pretty sure that you were checking new tweets on your iphone during the meeting,Not Suicide post
i fucking miss you but you re probably better off without me,Potential Suicide post
hehe thanks,Not Suicide post
jon stewart loves twitter,Not Suicide post
a father whose daughter committed suicide saying cannabis is very very dangerous is an instr,Potential Suicide post
michigan usa hi i know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive i know entire towns have burned to the ground and hundreds of thousands are homeless evacuees but please take some time to let me know how to help,Potential Suicide post
rt transfact sadly around 78 of transgender people who were bullied at school have thought about or attempted suicide this ne,Potential Suicide post
i need a different job if he is gonna chat all night he s cute so i will get over it,Not Suicide post
jooooordan happy birthdaaaay enjoy the day and party a loot,Not Suicide post
thanks for the photo,Not Suicide post
woke rt life is hard i never thought i d come onto social media to vent talk about my feelings but man my life sucks i do not want atte,Potential Suicide post
just broke 10 000 in xbox 360 achievements,Not Suicide post
i play hockey i have gotten penalties like that dead play or not you cant go i,Potential Suicide post
why the fuck would they put daniel is in a match against brock do they want him to die on sunday,Potential Suicide post
sure but would i be a rebel for not waiting til follow friday haha,Not Suicide post
a day researching prices for a buffet mrs cm is doing on friday heard yesterday that the deal for our new shop is finally progressing,Not Suicide post
i thought it said looking to get a shot for a second i am interested in both,Not Suicide post
gimme that 1m we ll take a tour to the uk and i will show you all the people you need,Not Suicide post
is working on her listography,Not Suicide post
do i have to tell lol,Not Suicide post
short stack on home and away,Not Suicide post
i am going to buy my slam dunk ticket today,Not Suicide post
i need a guidance mentor father figure guardian angel or whatever fuck out there that can tell me what to do wit,Potential Suicide post
i am learning how to love myself and i do not want to be here anymore,Potential Suicide post
seems like instead of me hoping i ll live past 27 i am praying i ll live past 20 i have really all but given up right now each and every day i think about disappearing from the world more and more as if its becoming an actual option,Potential Suicide post
i love you 33,Not Suicide post
yes the gloves are my pattern i have made lots of gloves on my looms,Not Suicide post
the videos commentandsuscribe and follow me cheers x,Not Suicide post
what is the software on the middle screen i have used adobe premiere and sony vegas for amateur video making,Not Suicide post
goodbye everybody abusive dad bullying being a wimp because i never had a father figure in my childhood never getting to fuck the girls i wanted to fuck never having a say in anything becausei am too weak to step up three tours in iraq killed people who tried killing me saw those people kill my friends lost both legs to a roadside i ed wanted to become a physician but dreams are exactly that a fantasy and not something achievable spent 10 years in prison after cops ransacked my home and found 5 grams of weed i grow tired of wading through this hell every day i have been waiting for this moment for a long time and i have a 9mm ready to get the job done quick and clean fuck this place,Potential Suicide post
i got an openmoko freerunner and now and android g1 as well yay,Not Suicide post
bb jackz47 good morning fellow coffee lover glad to know ur up with us,Not Suicide post
he was slightly damaged to begin with so nothing to report there,Not Suicide post
aaaah ty,Not Suicide post
i admire babar partly because he is a great batter but because he is just so prone to the outside noise it is admirable unreal pressure on his shoulders team despaired of every bowler he was used to everything stacked against him yet he finds a way to stay quiet and do his job,Not Suicide post
i want to fucking die someone please kill me but suck all the fat out of me first,Potential Suicide post
rt the best stan lee cameo ever,Not Suicide post
lip synching to a song,Not Suicide post
rt i go on youtube to binge watch david dobrik wholeheartedly knowing i am going to be sad bc i cant marry him or scotty or,Potential Suicide post
reno nv but i do not want to kill myself i just want to be able to let other people have to not worry about me i feel like i never make the best choice i constantly feel like i am making wrong choices and i am just struggling i am fucking depressed and i just do not want to be here anymore,Potential Suicide post
news releases from the banquet almost done final editing stages,Not Suicide post
and then look bemused when i take it off of their alloted hours,Not Suicide post
lol i am thinking of moving to berlin,Not Suicide post
rt just want to say that just cause a song isn t charting does not mean its dead stans online care about charts way more than gp,Potential Suicide post
you know what i hate staying in class during breaks and hearing hormonal teenagers conversations somebody kill me please,Potential Suicide post
a lot of my tweets are about being lost and miserable but it is not always all it is cracked out to be lol my life is a,Potential Suicide post
rt i fucking miss you but you re probably better off without me,Potential Suicide post
rt knets try to describe how v looks like in real life,Potential Suicide post
thanks for the rt s paul,Not Suicide post
good day tweeps have a great day,Not Suicide post
everyone should follow me and feed me mexican everyday,Not Suicide post
had a wonderful day today,Not Suicide post
and s little love tweets are so cute however and s make me want to vomit,Not Suicide post
do not break other people down just because they may seem weaker than you if someone s eyes are 20 20 that doesn,Potential Suicide post
she is not tired of everything,Not Suicide post
i demanded personal satisfaction and it was so fucking glorious to finally have done it i had to do,Potential Suicide post
rt congratulations for winning the e people s choice award for of 2018,Not Suicide post
rt know one enjoys my company and i just make everyone miserable everyone is better off wi,Potential Suicide post
is looking forward to her upcoming photo shoot off to work ask for my e mail address chatting makes the day fly by n a if ur crazy,Not Suicide post
i do not wanna tis too annoying and hard doing it all day tomorrow,Not Suicide post
have been convinced to do the second talk at tonight s djugl i am hoping not to become too regular a feature,Not Suicide post
i even figured out that turkey is pretty close to iraq,Not Suicide post
right laters everyone i am off for my next bowen treatment will be gone a few hours have a good morning,Not Suicide post
i will post this every single time it comes across and i will share how angry how upset how emotional i still am,Potential Suicide post
rt congratulations for winning the e people s choice award for of 2018,Not Suicide post
has just joined twitter,Not Suicide post
i hate going into my rap zone cause then i think to myself damn people should really hear this but then i go oh wel,Potential Suicide post
