Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post ,i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,i want everyone tapi feel my pain i sama sick of everyone trying tapi hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone tapi feel my wrath and my pain i sama sick of hiding ini the shadows and just taking itu all i want everything they ever did tapi me tapi happen tapi them and times over i hope they never get reliefi amsick of people and i sama not afraid tapi admit itu and itu makes me sick tapi sih sok many happy people with perfect lives they dont deserve itu if i cant be happy why should anyone else be,"['i', 'want', 'everyone', 'tapi', 'feel', 'my', 'pain', 'i', 'sama', 'sick', 'of', 'everyone', 'trying', 'tapi', 'hold', 'me', 'down', 'and', 'take', 'advantage', 'of', 'mei', 'amsick', 'of', 'always', 'being', 'second', 'choicei', 'amsick', 'of', 'being', 'neglected', 'feared', 'and', 'hated', 'i', 'want', 'everyone', 'tapi', 'feel', 'my', 'wrath', 'and', 'my', 'pain', 'i', 'sama', 'sick', 'of', 'hiding', 'ini', 'the', 'shadows', 'and', 'just', 'taking', 'itu', 'all', 'i', 'want', 'everything', 'they', 'ever', 'did', 'tapi', 'me', 'tapi', 'happen', 'tapi', 'them', 'and', 'times', 'over', 'i', 'hope', 'they', 'never', 'get', 'reliefi', 'amsick', 'of', 'people', 'and', 'i', 'sama', 'not', 'afraid', 'tapi', 'admit', 'itu', 'and', 'itu', 'makes', 'me', 'sick', 'tapi', 'sih', 'sok', 'many', 'happy', 'people', 'with', 'perfect', 'lives', 'they', 'dont', 'deserve', 'itu', 'if', 'i', 'cant', 'be', 'happy', 'why', 'should', 'anyone', 'else', 'be']","['want', 'everyone', 'feel', 'pain', 'sick', 'everyone', 'trying', 'hold', 'take', 'advantage', 'mei', 'amsick', 'always', 'second', 'choicei', 'amsick', 'neglected', 'feared', 'hated', 'want', 'everyone', 'feel', 'wrath', 'pain', 'sick', 'hiding', 'shadows', 'taking', 'want', 'everything', 'ever', 'happen', 'times', 'hope', 'never', 'get', 'reliefi', 'amsick', 'people', 'afraid', 'admit', 'makes', 'sick', 'sok', 'many', 'happy', 'people', 'perfect', 'lives', 'dont', 'deserve', 'cant', 'happy', 'anyone', 'else']",want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadows taking want everything ever happen times hope never get reliefi amsick people afraid admit makes sick sok many happy people perfect lives dont deserve cant happy anyone else,want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadows taking want everything ever happen times hope never get relief amsick people afraid admit makes sick sok many happy people perfect lives dont deserve cant happy anyone else,10.0,positif,1
"Kembali ke rumah dan selesai makan malam.Hanya mampir sebentar, masih banyak yang harus dilakukan malam ini!Kembali lagi nanti",Not Suicide post,Kembali ke rumah dan selesai makan malam Hanya mampir sebentar masih banyak yang harus dilakukan malam ini Kembali lagi nanti,kembali ke rumah dan selesai makan malam hanya mampir sebentar masih banyak yang harus dilakukan malam ini kembali lagi nanti,kembali ke rumah dan selesai makan malam hanya mampir sebentar masih banyak yang harus dilakukan malam ini kembali lagi nanti,"['kembali', 'ke', 'rumah', 'dan', 'selesai', 'makan', 'malam', 'hanya', 'mampir', 'sebentar', 'masih', 'banyak', 'yang', 'harus', 'dilakukan', 'malam', 'ini', 'kembali', 'lagi', 'nanti']","['rumah', 'selesai', 'makan', 'malam', 'mampir', 'sebentar', 'malam']",rumah selesai makan malam mampir sebentar malam,rumah selesai makan malam mampir sebentar malam,-9.0,negatif,0
"@ aneh6 memang begitu.Tempat pizza hanya berdiri di sekitar jam makan malam.Mereka punya pizza yang dinamai menurut namaku, Woo.",Not Suicide post,aneh memang begitu Tempat pizza hanya berdiri di sekitar jam makan malam Mereka punya pizza yang dinamai menurut namaku Woo,aneh memang begitu tempat pizza hanya berdiri di sekitar jam makan malam mereka punya pizza yang dinamai menurut namaku woo,aneh memang begitu tempat pizza hanya berdiri di sekitar jam makan malam mereka punya pizza yang dinamai menurut namaku woo,"['aneh', 'memang', 'begitu', 'tempat', 'pizza', 'hanya', 'berdiri', 'di', 'sekitar', 'jam', 'makan', 'malam', 'mereka', 'punya', 'pizza', 'yang', 'dinamai', 'menurut', 'namaku', 'woo']","['aneh', 'pizza', 'berdiri', 'jam', 'makan', 'malam', 'pizza', 'dinamai', 'namaku', 'woo']",aneh pizza berdiri jam makan malam pizza dinamai namaku woo,aneh pizza diri jam makan malam pizza nama nama woo,-7.0,negatif,0
"Aku sangat lelah dengan depresi.Saya bangun dengan perasaan produktif hari ini, sekarang saya tidak ingin melakukan apa pun, saya merasa sialâ¦ https://t.co/hdyYYzOq6X",Potential Suicide post ,Aku sangat lelah dengan depresi Saya bangun dengan perasaan produktif hari ini sekarang saya tidak ingin melakukan apa pun saya merasa sialâ¦,aku sangat lelah dengan depresi saya bangun dengan perasaan produktif hari ini sekarang saya tidak ingin melakukan apa pun saya merasa sialâ¦,aku sangat lelah dengan depresi saya bangun dengan perasaan produktif hari ini sekarang saya tidak ingin melakukan apa pun saya merasa sialâ¦,"['aku', 'sangat', 'lelah', 'dengan', 'depresi', 'saya', 'bangun', 'dengan', 'perasaan', 'produktif', 'hari', 'ini', 'sekarang', 'saya', 'tidak', 'ingin', 'melakukan', 'apa', 'pun', 'saya', 'merasa', 'sialâ¦']","['lelah', 'depresi', 'bangun', 'perasaan', 'produktif', 'sialâ¦']",lelah depresi bangun perasaan produktif sialâ¦,lelah depresi bangun asa produktif sial,-12.0,negatif,0
@PembrokeDave Baru bekerja sobat tapi saya libur minggu depan,Not Suicide post,Baru bekerja sobat tapi saya libur minggu depan,baru bekerja sobat tapi saya libur minggu depan,baru bekerja sobat tapi saya libur minggu depan,"['baru', 'bekerja', 'sobat', 'tapi', 'saya', 'libur', 'minggu', 'depan']","['sobat', 'libur', 'minggu']",sobat libur minggu,sobat libur minggu,-1.0,negatif,0
aku sudah selesai postingan terakhirku adalah betapa aku bosan hidup dan satu-satunya hal baik yang tersisa dalam hidupku adalah pacarku tapi dia baru saja putus denganku dan aku merasa sangat sendirian dan putus asa aku tidak ingin melanjutkannya aku benar-benar ingin bunuh diri,Potential Suicide post ,aku sudah selesai postingan terakhirku adalah betapa aku bosan hidup dan satu satunya hal baik yang tersisa dalam hidupku adalah pacarku tapi dia baru saja putus denganku dan aku merasa sangat sendirian dan putus asa aku tidak ingin melanjutkannya aku benar benar ingin bunuh diri,aku sudah selesai postingan terakhirku adalah betapa aku bosan hidup dan satu satunya hal baik yang tersisa dalam hidupku adalah pacarku tapi dia baru saja putus denganku dan aku merasa sangat sendirian dan putus asa aku tidak ingin melanjutkannya aku benar benar ingin bunuh diri,aku sudah selesai postingan terakhirku adalah betapa aku bosan hidup dan satu satunya hal baik yang tersisa dalam hidupku adalah pacarku tapi dia baru saja putus denganku dan aku merasa sangat sendirian dan putus asa aku tidak ingin melanjutkannya aku benar benar ingin bunuh diri,"['aku', 'sudah', 'selesai', 'postingan', 'terakhirku', 'adalah', 'betapa', 'aku', 'bosan', 'hidup', 'dan', 'satu', 'satunya', 'hal', 'baik', 'yang', 'tersisa', 'dalam', 'hidupku', 'adalah', 'pacarku', 'tapi', 'dia', 'baru', 'saja', 'putus', 'denganku', 'dan', 'aku', 'merasa', 'sangat', 'sendirian', 'dan', 'putus', 'asa', 'aku', 'tidak', 'ingin', 'melanjutkannya', 'aku', 'benar', 'benar', 'ingin', 'bunuh', 'diri']","['selesai', 'postingan', 'terakhirku', 'betapa', 'bosan', 'hidup', 'satunya', 'tersisa', 'hidupku', 'pacarku', 'putus', 'denganku', 'putus', 'asa', 'melanjutkannya', 'bunuh']",selesai postingan terakhirku betapa bosan hidup satunya tersisa hidupku pacarku putus denganku putus asa melanjutkannya bunuh,selesai postingan akhir betapa bosan hidup satu sisa hidup pacar putus dengan putus asa lanjut bunuh,-38.0,negatif,0
makan seperti biasa....tidak sabar menunggu Pogo kamis malam!teriakan,Not Suicide post,makan seperti biasa tidak sabar menunggu Pogo kamis malam teriakan,makan seperti biasa tidak sabar menunggu pogo kamis malam teriakan,makan seperti biasa tidak sabar menunggu pogo kamis malam teriakan,"['makan', 'seperti', 'biasa', 'tidak', 'sabar', 'menunggu', 'pogo', 'kamis', 'malam', 'teriakan']","['makan', 'sabar', 'menunggu', 'pogo', 'kamis', 'malam', 'teriakan']",makan sabar menunggu pogo kamis malam teriakan,makan sabar tunggu pogo kamis malam ria,-2.0,negatif,0
@rabbitroodle Dan saya juga!*YAY!* SELAMAT PAGI!!!,Not Suicide post,Dan saya juga YAY SELAMAT PAGI,dan saya juga yay selamat pagi,dan saya juga yay selamat pagi,"['dan', 'saya', 'juga', 'yay', 'selamat', 'pagi']","['yay', 'selamat', 'pagi']",yay selamat pagi,yay selamat pagi,2.0,positif,1
"@inmyheadstudios baiklah...selamat pagi, menurutku...lol tidak ada yang seperti bermain kursi musik dengan tempat kamu tidur!",Not Suicide post,baiklah selamat pagi menurutku lol tidak ada yang seperti bermain kursi musik dengan tempat kamu tidur,baiklah selamat pagi menurutku lol tidak ada yang seperti bermain kursi musik dengan tempat kamu tidur,baiklah selamat pagi menurutku lol tidak ada yang seperti bermain kursi musik dengan tempat kamu tidur,"['baiklah', 'selamat', 'pagi', 'menurutku', 'lol', 'tidak', 'ada', 'yang', 'seperti', 'bermain', 'kursi', 'musik', 'dengan', 'tempat', 'kamu', 'tidur']","['baiklah', 'selamat', 'pagi', 'menurutku', 'lol', 'bermain', 'kursi', 'musik', 'tidur']",baiklah selamat pagi menurutku lol bermain kursi musik tidur,baik selamat pagi turut lol main kursi musik tidur,-1.0,negatif,0
@destanigroup Terima kasih atas tautan ke fastpitch!,Not Suicide post,Terima kasih atas tautan ke fastpitch,terima kasih atas tautan ke fastpitch,terima kasih atas tautan ke fastpitch,"['terima', 'kasih', 'atas', 'tautan', 'ke', 'fastpitch']","['terima', 'kasih', 'tautan', 'fastpitch']",terima kasih tautan fastpitch,terima kasih taut fastpitch,-3.0,negatif,0
*caugh* *caugh* Saya... Darth Batman!http://hex.io/kkf crossover paling brilian yang pernah ada,Not Suicide post,caugh caugh Saya Darth Batman crossover paling brilian yang pernah ada,caugh caugh saya darth batman crossover paling brilian yang pernah ada,caugh caugh saya darth batman crossover paling brilian yang pernah ada,"['caugh', 'caugh', 'saya', 'darth', 'batman', 'crossover', 'paling', 'brilian', 'yang', 'pernah', 'ada']","['caugh', 'caugh', 'darth', 'batman', 'crossover', 'brilian']",caugh caugh darth batman crossover brilian,caugh caugh darth batman crossover brilian,0.0,negatif,0
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post ,why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,why sama i sok weak that i cant keep up besides its not my new jobs fault thati amfeeling this way sok why should i punish them by going on a leaveim supposed tapi be better tahan this at this pointi sama sok terrified of taking stres leave that nowi amstarting tapi be convinced killing myself is the only option my doctor has me on meds probably because i sama crazy i dont know i dont have any friends either orang a family support net sok dont with that friend shit and all i have is my boyfriend tapi talk tapi but this isnt his problem i wont saddle him with my weakness i sama a shit person i deserve this,"['why', 'sama', 'i', 'sok', 'weak', 'that', 'i', 'cant', 'keep', 'up', 'besides', 'its', 'not', 'my', 'new', 'jobs', 'fault', 'thati', 'amfeeling', 'this', 'way', 'sok', 'why', 'should', 'i', 'punish', 'them', 'by', 'going', 'on', 'a', 'leaveim', 'supposed', 'tapi', 'be', 'better', 'tahan', 'this', 'at', 'this', 'pointi', 'sama', 'sok', 'terrified', 'of', 'taking', 'stres', 'leave', 'that', 'nowi', 'amstarting', 'tapi', 'be', 'convinced', 'killing', 'myself', 'is', 'the', 'only', 'option', 'my', 'doctor', 'has', 'me', 'on', 'meds', 'probably', 'because', 'i', 'sama', 'crazy', 'i', 'dont', 'know', 'i', 'dont', 'have', 'any', 'friends', 'either', 'orang', 'a', 'family', 'support', 'net', 'sok', 'dont', 'with', 'that', 'friend', 'shit', 'and', 'all', 'i', 'have', 'is', 'my', 'boyfriend', 'tapi', 'talk', 'tapi', 'but', 'this', 'isnt', 'his', 'problem', 'i', 'wont', 'saddle', 'him', 'with', 'my', 'weakness', 'i', 'sama', 'a', 'shit', 'person', 'i', 'deserve', 'this']","['sok', 'weak', 'cant', 'keep', 'besides', 'new', 'jobs', 'fault', 'thati', 'amfeeling', 'way', 'sok', 'punish', 'going', 'leaveim', 'supposed', 'better', 'tahan', 'pointi', 'sok', 'terrified', 'taking', 'stres', 'leave', 'nowi', 'amstarting', 'convinced', 'killing', 'option', 'doctor', 'meds', 'probably', 'crazy', 'dont', 'know', 'dont', 'friends', 'either', 'orang', 'family', 'support', 'net', 'sok', 'dont', 'friend', 'shit', 'boyfriend', 'talk', 'isnt', 'problem', 'wont', 'saddle', 'weakness', 'shit', 'person', 'deserve']",sok weak cant keep besides new jobs fault thati amfeeling way sok punish going leaveim supposed better tahan pointi sok terrified taking stres leave nowi amstarting convinced killing option doctor meds probably crazy dont know dont friends either orang family support net sok dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve,sok weak cant keep besides new jobs fault thati amfeeling way sok punish going leaveim supposed better tahan point sok terrified taking stres leave nowi amstarting convinced killing option doctor meds probably crazy dont know dont friends either orang family support net sok dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve,-7.0,negatif,0
Saya merasa sangat kesepian,Potential Suicide post ,Saya merasa sangat kesepian,saya merasa sangat kesepian,saya merasa sangat kesepian,"['saya', 'merasa', 'sangat', 'kesepian']",['kesepian'],kesepian,sepi,-3.0,negatif,0
@madhoward... Saya hampir mengejar HIMYM!Saya menonton 3-4 episode dengan @calamus tadi malam!SSSSOOOO BAIK!,Not Suicide post,Saya hampir mengejar HIMYM Saya menonton episode dengan tadi malam SSSSOOOO BAIK,saya hampir mengejar himym saya menonton episode dengan tadi malam ssssoooo baik,saya hampir mengejar himym saya menonton episode dengan tadi malam ssssoooo baik,"['saya', 'hampir', 'mengejar', 'himym', 'saya', 'menonton', 'episode', 'dengan', 'tadi', 'malam', 'ssssoooo', 'baik']","['mengejar', 'himym', 'menonton', 'episode', 'malam', 'ssssoooo']",mengejar himym menonton episode malam ssssoooo,kejar himym tonton episode malam ssssoooo,-8.0,negatif,0
"RT @SevenShepherd: ""Dan seorang hamba perwira, yang disayanginya, sedang sakit dan siap mati.""~Lukas 7:2 #Yesus #Tuhan #Alkitab",Potential Suicide post ,Dan seorang hamba perwira yang disayanginya sedang sakit dan siap mati Lukas,dan seorang hamba perwira yang disayanginya sedang sakit dan siap mati lukas,dan seorang hamba perwira yang disayanginya sedang sakit dan siap mati lukas,"['dan', 'seorang', 'hamba', 'perwira', 'yang', 'disayanginya', 'sedang', 'sakit', 'dan', 'siap', 'mati', 'lukas']","['hamba', 'perwira', 'disayanginya', 'sakit', 'mati', 'lukas']",hamba perwira disayanginya sakit mati lukas,hamba perwira sayang sakit mati lukas,-9.0,negatif,0
"Pergi ke kota sekarang, sampai jumpa lagi",Not Suicide post,Pergi ke kota sekarang sampai jumpa lagi,pergi ke kota sekarang sampai jumpa lagi,pergi ke kota sekarang sampai jumpa lagi,"['pergi', 'ke', 'kota', 'sekarang', 'sampai', 'jumpa', 'lagi']","['pergi', 'kota', 'jumpa']",pergi kota jumpa,pergi kota jumpa,-4.0,negatif,0
@JonathanRKnight Terima kasih telah menginspirasi orang-orang untuk melihat tujuan besar yang mungkin tidak mereka ketahui sebelumnya ada di luar sana,Not Suicide post,Terima kasih telah menginspirasi orang orang untuk melihat tujuan besar yang mungkin tidak mereka ketahui sebelumnya ada di luar sana,terima kasih telah menginspirasi orang orang untuk melihat tujuan besar yang mungkin tidak mereka ketahui sebelumnya ada di luar sana,terima kasih telah menginspirasi orang orang untuk melihat tujuan besar yang mungkin tidak mereka ketahui sebelumnya ada di luar sana,"['terima', 'kasih', 'telah', 'menginspirasi', 'orang', 'orang', 'untuk', 'melihat', 'tujuan', 'besar', 'yang', 'mungkin', 'tidak', 'mereka', 'ketahui', 'sebelumnya', 'ada', 'di', 'luar', 'sana']","['terima', 'kasih', 'menginspirasi', 'orang', 'orang', 'tujuan', 'ketahui']",terima kasih menginspirasi orang orang tujuan ketahui,terima kasih inspirasi orang orang tuju tahu,-10.0,negatif,0
lupa dia punya twitter &amp;senang mengetahui lebih banyak orang telah bergabung.,Not Suicide post,lupa dia punya twitter amp senang mengetahui lebih banyak orang telah bergabung,lupa dia punya twitter amp senang mengetahui lebih banyak orang telah bergabung,lupa dia punya twitter amp senang mengetahui lebih banyak orang telah bergabung,"['lupa', 'dia', 'punya', 'twitter', 'amp', 'senang', 'mengetahui', 'lebih', 'banyak', 'orang', 'telah', 'bergabung']","['lupa', 'twitter', 'amp', 'senang', 'orang', 'bergabung']",lupa twitter amp senang orang bergabung,lupa twitter amp senang orang gabung,-12.0,negatif,0
"Kak, jangan.hidupku tidak seperti apa yang kamu pikirkan.hidupku menyedihkan.",Potential Suicide post ,Kak jangan hidupku tidak seperti apa yang kamu pikirkan hidupku menyedihkan,kak jangan hidupku tidak seperti apa yang kamu pikirkan hidupku menyedihkan,kak jangan hidupku tidak seperti apa yang kamu pikirkan hidupku menyedihkan,"['kak', 'jangan', 'hidupku', 'tidak', 'seperti', 'apa', 'yang', 'kamu', 'pikirkan', 'hidupku', 'menyedihkan']","['kak', 'hidupku', 'pikirkan', 'hidupku', 'menyedihkan']",kak hidupku pikirkan hidupku menyedihkan,kak hidup pikir hidup sedih,-15.0,negatif,0
"@aplusk Ha!Bagus...Seperti cinta yang ada di TV saat ini, film yang lucu!",Not Suicide post,Ha Bagus Seperti cinta yang ada di TV saat ini film yang lucu,ha bagus seperti cinta yang ada di tv saat ini film yang lucu,ha bagus seperti cinta yang ada di tv saat ini film yang lucu,"['ha', 'bagus', 'seperti', 'cinta', 'yang', 'ada', 'di', 'tv', 'saat', 'ini', 'film', 'yang', 'lucu']","['ha', 'bagus', 'cinta', 'tv', 'film', 'lucu']",ha bagus cinta tv film lucu,ha bagus cinta tv film lucu,-1.0,negatif,0
sahabat tetap tonite !!,Not Suicide post,sahabat tetap tonite,sahabat tetap tonite,sahabat tetap tonite,"['sahabat', 'tetap', 'tonite']","['sahabat', 'tonite']",sahabat tonite,sahabat tonite,-4.0,negatif,0
RT @NickdMiller: Sialan ini tegar.Saya benci diri saya sendiri karena memanaskan begitu banyak oven dengan gaya AP yang jelas.https://t.co/uWN48qF0nT,Potential Suicide post ,Sialan ini tegar Saya benci diri saya sendiri karena memanaskan begitu banyak oven dengan gaya AP yang jelas,sialan ini tegar saya benci diri saya sendiri karena memanaskan begitu banyak oven dengan gaya ap yang jelas,sialan ini tegar saya benci diri saya sendiri karena memanaskan begitu banyak oven dengan gaya apa yang jelas,"['sialan', 'ini', 'tegar', 'saya', 'benci', 'diri', 'saya', 'sendiri', 'karena', 'memanaskan', 'begitu', 'banyak', 'oven', 'dengan', 'gaya', 'apa', 'yang', 'jelas']","['sialan', 'tegar', 'benci', 'memanaskan', 'oven', 'gaya']",sialan tegar benci memanaskan oven gaya,sial tegar benci panas oven gaya,-21.0,negatif,0
@alexiaaa haha ​​menyebalkan menjadi dirimu,Not Suicide post,haha ​​menyebalkan menjadi dirimu,haha ​​menyebalkan menjadi dirimu,haha ​​menyebalkan menjadi dirimu,"['haha', '\u200b\u200bmenyebalkan', 'menjadi', 'dirimu']","['haha', '\u200b\u200bmenyebalkan', 'dirimu']",haha ​​menyebalkan dirimu,haha sebal diri,-1.0,negatif,0
@nikkiclifton Terima kasih wanita yang berharga.Semoga Anda menerimanya dan mendapatkan lebih dari yang dapat Anda harapkan atau bayangkan.,Not Suicide post,Terima kasih wanita yang berharga Semoga Anda menerimanya dan mendapatkan lebih dari yang dapat Anda harapkan atau bayangkan,terima kasih wanita yang berharga semoga anda menerimanya dan mendapatkan lebih dari yang dapat anda harapkan atau bayangkan,terima kasih wanita yang berharga semoga anda menerimanya dan mendapatkan lebih dari yang dapat anda harapkan atau bayangkan,"['terima', 'kasih', 'wanita', 'yang', 'berharga', 'semoga', 'anda', 'menerimanya', 'dan', 'mendapatkan', 'lebih', 'dari', 'yang', 'dapat', 'anda', 'harapkan', 'atau', 'bayangkan']","['terima', 'kasih', 'wanita', 'berharga', 'semoga', 'menerimanya', 'harapkan', 'bayangkan']",terima kasih wanita berharga semoga menerimanya harapkan bayangkan,terima kasih wanita harga moga terima harap bayang,6.0,positif,1
"waktunya akhirnya tiba aku akhirnya siap untuk mengakhiri semuanya setelah 25 tahun hidup yang memuakkan aku siap untuk mengakhiri semuanya aku seharusnya melakukannya lebih awal tapi hidupku adalah tentang mengatasi aku akan mati dengan depresi dan sebagai pemikiran selibat yang tidak disengaja untuk melakukan pekerjaan seks sebelum mati tapi aku tidak punya motivasi untuk itu aku akan mati di kota tempat aku dilahirkan, jembatan setinggi 75 meter jadi itu seharusnya cukup untuk membunuhku jika aku jatuh di beton selamat tinggal dunia yang tidak berarti",Potential Suicide post ,waktunya akhirnya tiba aku akhirnya siap untuk mengakhiri semuanya setelah tahun hidup yang memuakkan aku siap untuk mengakhiri semuanya aku seharusnya melakukannya lebih awal tapi hidupku adalah tentang mengatasi aku akan mati dengan depresi dan sebagai pemikiran selibat yang tidak disengaja untuk melakukan pekerjaan seks sebelum mati tapi aku tidak punya motivasi untuk itu aku akan mati di kota tempat aku dilahirkan jembatan setinggi meter jadi itu seharusnya cukup untuk membunuhku jika aku jatuh di beton selamat tinggal dunia yang tidak berarti,waktunya akhirnya tiba aku akhirnya siap untuk mengakhiri semuanya setelah tahun hidup yang memuakkan aku siap untuk mengakhiri semuanya aku seharusnya melakukannya lebih awal tapi hidupku adalah tentang mengatasi aku akan mati dengan depresi dan sebagai pemikiran selibat yang tidak disengaja untuk melakukan pekerjaan seks sebelum mati tapi aku tidak punya motivasi untuk itu aku akan mati di kota tempat aku dilahirkan jembatan setinggi meter jadi itu seharusnya cukup untuk membunuhku jika aku jatuh di beton selamat tinggal dunia yang tidak berarti,waktunya akhirnya tiba aku akhirnya siap untuk mengakhiri semuanya setelah tahun hidup yang memuakkan aku siap untuk mengakhiri semuanya aku seharusnya melakukannya lebih awal tapi hidupku adalah tentang mengatasi aku akan mati dengan depresi dan sebagai pemikiran selibat yang tidak disengaja untuk melakukan pekerjaan seks sebelum mati tapi aku tidak punya motivasi untuk itu aku akan mati di kota tempat aku dilahirkan jembatan setinggi meter jadi itu seharusnya cukup untuk membunuhku jika aku jatuh di beton selamat tinggal dunia yang tidak berarti,"['waktunya', 'akhirnya', 'tiba', 'aku', 'akhirnya', 'siap', 'untuk', 'mengakhiri', 'semuanya', 'setelah', 'tahun', 'hidup', 'yang', 'memuakkan', 'aku', 'siap', 'untuk', 'mengakhiri', 'semuanya', 'aku', 'seharusnya', 'melakukannya', 'lebih', 'awal', 'tapi', 'hidupku', 'adalah', 'tentang', 'mengatasi', 'aku', 'akan', 'mati', 'dengan', 'depresi', 'dan', 'sebagai', 'pemikiran', 'selibat', 'yang', 'tidak', 'disengaja', 'untuk', 'melakukan', 'pekerjaan', 'seks', 'sebelum', 'mati', 'tapi', 'aku', 'tidak', 'punya', 'motivasi', 'untuk', 'itu', 'aku', 'akan', 'mati', 'di', 'kota', 'tempat', 'aku', 'dilahirkan', 'jembatan', 'setinggi', 'meter', 'jadi', 'itu', 'seharusnya', 'cukup', 'untuk', 'membunuhku', 'jika', 'aku', 'jatuh', 'di', 'beton', 'selamat', 'tinggal', 'dunia', 'yang', 'tidak', 'berarti']","['hidup', 'memuakkan', 'melakukannya', 'hidupku', 'mengatasi', 'mati', 'depresi', 'pemikiran', 'selibat', 'disengaja', 'pekerjaan', 'seks', 'mati', 'motivasi', 'mati', 'kota', 'dilahirkan', 'jembatan', 'meter', 'membunuhku', 'jatuh', 'beton', 'selamat', 'tinggal', 'dunia']",hidup memuakkan melakukannya hidupku mengatasi mati depresi pemikiran selibat disengaja pekerjaan seks mati motivasi mati kota dilahirkan jembatan meter membunuhku jatuh beton selamat tinggal dunia,hidup muak laku hidup atas mati depresi pikir selibat sengaja kerja seks mati motivasi mati kota lahir jembatan meter bunuh jatuh beton selamat tinggal dunia,-53.0,negatif,0
"@ cityrat59 tidak ada yang perlu diberi selamat, ini hanya tugas, tapi terima kasih @geovolt saya tidak bekerja di grup Maemo",Not Suicide post,cityrat tidak ada yang perlu diberi selamat ini hanya tugas tapi terima kasih saya tidak bekerja di grup Maemo,cityrat tidak ada yang perlu diberi selamat ini hanya tugas tapi terima kasih saya tidak bekerja di grup maemo,cityrat tidak ada yang perlu diberi selamat ini hanya tugas tapi terima kasih saya tidak bekerja di grup maemo,"['cityrat', 'tidak', 'ada', 'yang', 'perlu', 'diberi', 'selamat', 'ini', 'hanya', 'tugas', 'tapi', 'terima', 'kasih', 'saya', 'tidak', 'bekerja', 'di', 'grup', 'maemo']","['cityrat', 'selamat', 'tugas', 'terima', 'kasih', 'grup', 'maemo']",cityrat selamat tugas terima kasih grup maemo,cityrat selamat tugas terima kasih grup maemo,1.0,positif,1
